_time	vendor_name	product_name	severity	finding_id	finding_name	finding_description	issue_type	issue_category	issue_status	remediation	impact	target_ipv4_raw	target_country	asset_id_primary	posture_category	identify_finding_acknowledged	identify_misconfig_summary	alert_name	alert_description	originalalertid	originalalertname	_insert_time
Jun 23 2026 03:34:08	Palo Alto Networks	Cortex Xpanse	medium	896668	Check Point Quantum Spark at 8.130.54.67:25641	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.130.54.67	UNKNOWN	c0054636d26eab8f4b9a2b087bfefb24002fbf6e010a408950c1f0d70eda3f8a	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:25641 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:25641	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	896668	Check Point Quantum Spark at 8.130.54.67:25641	Jun 23 2026 03:34:15
Jun 23 2026 07:59:10	Palo Alto Networks	Cortex Xpanse	medium	898443	Check Point Quantum Spark at 8.130.54.67:20909	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.130.54.67	UNKNOWN	5b7adafbc3a8a798f2394c551f212ee3a89f50933f6c099de4b3f2532d6e7518	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:20909 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:20909	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898443	Check Point Quantum Spark at 8.130.54.67:20909	Jun 23 2026 07:59:24
Jun 22 2026 13:49:09	Palo Alto Networks	Cortex Xpanse	medium	893333	Check Point Quantum Spark at 8.130.54.67:43943	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.130.54.67	UNKNOWN	e14dc9e1d544e6891993bf9b6b2562547219fbdd452ce95a03e9b5c2fc3f6ade	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:43943 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:43943	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	893333	Check Point Quantum Spark at 8.130.54.67:43943	Jun 22 2026 13:49:12
Jun 23 2026 05:44:09	Palo Alto Networks	Cortex Xpanse	medium	897327	Check Point Quantum Spark at 8.146.235.119:51952	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	584cf3bd6e31c282109de690fa8e94a81f005b5e320beeadfcb6784f0145710b	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:51952 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:51952	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	897327	Check Point Quantum Spark at 8.146.235.119:51952	Jun 23 2026 06:01:37
Jun 22 2026 11:29:09	Palo Alto Networks	Cortex Xpanse	medium	893292	Check Point Quantum Spark at 101.200.158.109:41552	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		101.200.158.109	UNKNOWN	755926910bcda15669e6dfc633c83ae7e9c6fd5d34f4c916b31dede296f37cce	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:41552 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:41552	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	893292	Check Point Quantum Spark at 101.200.158.109:41552	Jun 22 2026 11:29:11
Jun 22 2026 10:09:08	Palo Alto Networks	Cortex Xpanse	medium	893264	Check Point Quantum Spark at 8.146.235.119:60371	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	ea7671f663467b6bd971aa291febb9f6997dc387a85f9df47317942549c67b00	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:60371 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:60371	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	893264	Check Point Quantum Spark at 8.146.235.119:60371	Jun 22 2026 10:09:12
Jun 23 2026 07:44:09	Palo Alto Networks	Cortex Xpanse	medium	898411	Check Point Quantum Spark at 8.146.235.119:55018	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	6b1f2d205fe53812e9c8e8b58649b804aa3eb450e5e55127a55cb35d4ba945d3	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:55018 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:55018	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898411	Check Point Quantum Spark at 8.146.235.119:55018	Jun 23 2026 07:44:16
Jun 23 2026 07:44:09	Palo Alto Networks	Cortex Xpanse	medium	898416	Check Point Quantum Spark at 101.200.158.109:23092	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		101.200.158.109	UNKNOWN	f6448d1fa0d7cd2fe1fff271bc40d9db5745d4dd2c4e2e60158103e1d8b1050b	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:23092 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:23092	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898416	Check Point Quantum Spark at 101.200.158.109:23092	Jun 23 2026 07:44:33
Jun 23 2026 09:19:15	Palo Alto Networks	Cortex Xpanse	medium	898599	Check Point Quantum Spark at 8.146.235.119:12271	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	4ddd978f0c4814a77cfebc3d4dc372063e1152b655ddd5d0b6e284a7db5a5126	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:12271 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:12271	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898599	Check Point Quantum Spark at 8.146.235.119:12271	Jun 23 2026 09:19:44
Jun 22 2026 17:59:08	Palo Alto Networks	Cortex Xpanse	medium	893386	Check Point Quantum Spark at 8.130.54.67:33595	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.130.54.67	UNKNOWN	8c3abdfb96234668969770fc7ff0d6886c9ca8b7d43a23421e43bf8e6397a3aa	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:33595 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:33595	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	893386	Check Point Quantum Spark at 8.130.54.67:33595	Jun 22 2026 17:59:14
Jun 23 2026 00:04:08	Palo Alto Networks	Cortex Xpanse	medium	896497	Check Point Quantum Spark at 101.200.158.109:18775	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		101.200.158.109	UNKNOWN	ad622cd1fcf4f5b9360a439ee2008b4fd60cb6065207059edce97ee0445a5e54	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:18775 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 101.200.158.109:18775	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	896497	Check Point Quantum Spark at 101.200.158.109:18775	Jun 23 2026 00:04:50
Jun 23 2026 01:09:08	Palo Alto Networks	Cortex Xpanse	medium	896559	Check Point Quantum Spark at 8.146.235.119:13938	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	c1565d069e750d01afd1b1edb6e5f569e6d7a404b2ca87f9d55556b206e0d661	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:13938 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:13938	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	896559	Check Point Quantum Spark at 8.146.235.119:13938	Jun 23 2026 01:09:09
Jun 23 2026 08:49:09	Palo Alto Networks	Cortex Xpanse	medium	898542	Check Point Quantum Spark at 8.146.235.119:50962	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	a08985f9a63420e12f2adad378134a148fcc4becad737676a68b42cc764f3ce4	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:50962 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:50962	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898542	Check Point Quantum Spark at 8.146.235.119:50962	Jun 23 2026 08:49:20
Jun 23 2026 09:14:09	Palo Alto Networks	Cortex Xpanse	medium	898591	Check Point Quantum Spark at 8.146.235.119:17783	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	574de4b25ab1d58529f3fcb0cc982662fc2069d303ee1e12f191bd09417d9158	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:17783 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:17783	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898591	Check Point Quantum Spark at 8.146.235.119:17783	Jun 23 2026 09:14:46
Jun 23 2026 07:39:09	Palo Alto Networks	Cortex Xpanse	medium	898408	Check Point Quantum Spark at 8.130.54.67:51482	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	NEW	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.130.54.67	UNKNOWN	051c4feb4892503233f68a5e7474d1c49464a1af2c9a35b57e069a2db3015baf	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:51482 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.130.54.67:51482	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	898408	Check Point Quantum Spark at 8.130.54.67:51482	Jun 23 2026 07:39:32
Jun 23 2026 06:04:08	Palo Alto Networks	Cortex Xpanse	medium	897646	Check Point Quantum Spark at 8.146.235.119:19812	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	CheckPointQuantumSpark	CONFIGURATION	UNDER_INVESTIGATION	"If an attacker were to gain access to Check Point Quantum Spark, they could potentially compromise the security and integrity of an organization's network, endpoints, and cloud environments. An attacker could steal sensitive data, disrupt critical business operations, install malware or ransomware, or launch further attacks against other systems or users. The attacker could also use the access to modify or disable security policies and configurations, which would allow them to evade detection and persist within the network for an extended period.

To harden against attack, consider the following guidance:
1. Use strong authentication mechanisms such as multi-factor authentication and access controls to secure access to the network and its resources.
2. Deploy Check Point Quantum Spark behind a firewall or corporate VPN to protect it from unauthorized access over the public internet.
3. Regularly update and patch software and devices to fix known vulnerabilities and reduce the risk of exploitation by attackers."		8.146.235.119	UNKNOWN	66e2a06d72a48f25b5fc108229a91e0880570c4e6fc8e9a407cbe4b882c79806	posture_misconfig	true	CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:19812 | Severity: MEDIUM	[Posture] Cortex Xpanse | CheckPointQuantumSpark | Check Point Quantum Spark at 8.146.235.119:19812	Check Point Quantum Spark is a cloud-based security solution that provides threat prevention and unified management for networks, endpoints, and cloud environments.  It is not recommended to expose Check Point Quantum Spark to the public internet. This policy identifies Check Point Quantum Spark through certificates and HTTP body. No version information is available at this time. 	897646	Check Point Quantum Spark at 8.146.235.119:19812	Jun 23 2026 06:04:41
