_time	original_tags	xdm.issue.id	xdm.issue.name	xdm.issue.description	xdm.issue.remediation	xdm.issue.normalized_fields	xdm.issue.asset_ids	_insert_time	xdm.issue.severity
Jul 25 2026 20:37:06	DOM:Posture,DS:PANW/ASM	1112809	Insecure OpenSSH (8.6) at 139.224.100.34:226	"OpenSSH is a suite of open source secure networking utilities based on the Secure Shell (SSH) protocol, which provides a secure channel over an unsecured network in a client-server architecture. OpenSSH provides secure alternatives to unencrypted protocols like Telnet and FTP. This issue identifies versions of OpenSSH prior to 10.1, which may be exploited by vulnerabilities such as CVE-2024-6387, CVE-2023-25136, CVE-2021-28041, CVE-2021-41617, and CVE-2023-38408.

Note: This issue policy extracts OpenSSH's self reported version in the SSH Banner. Certain Linux/Unix vendors like Red Hat, CentOS, Debian, Ubuntu backport versions of open source packages like Apache, OpenSSH, PHP and BIND. The term backporting describes the action of taking a fix for a security flaw out of the most recent version of an upstream software package and applying that fix to an older version of the package distributed by these Linux/Unix vendors. If the SSH Banner reports the underlying OS, this policy implies a potentially insecure version which may be backported."	"OpenSSH versions under prior to 10.1 contain security vulnerabilities, such as remote code execution, privilege escalation, information disclosure and modification, as well as denial of service. When using OpenSSH ensure the following:
1. Backported versions require system access and cannot be done accurately from the Internet, it is recommended to verify vulnerabilities on the system through a change log or other means.
2. Outdated versions may no longer get security updates on a regular basis and are prime targets for attackers. It is recommended to upgrade to a supported version of OpenSSH and apply latest security updates. Latest versions can be found at [https://www.openssh.com/openbsd.html](https://www.openssh.com/openbsd.html)."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:37:22""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""139.224.100.34""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""139.224.100.34""],""xdm.target.ipv6"":[],""xdm.target.port"":[226],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	54c43ccba0407d7a28a358838e8a0133d40582a775a8c45721923eb585d918c0	Jul 25 2026 20:37:22	MEDIUM
Jul 25 2026 20:32:07	DOM:Posture,DS:PANW/ASM	1112808	Splunk Platform at 8.130.54.67:10259	The Splunk platform is mainly used for searching, monitoring, and examining large data sets through a web-style interface. Splunk performs capturing, indexing, and correlating the real-time data in a searchable container from which it can produce graphs, reports, alerts, dashboards, and visualizations. Splunk has a variety of use cases, including application management, security, compliance, as well as business and web analytics. This issue can identify Splunk Enterprise and Splunk Cloud login portals. Version numbers are not identified.	"If you have an exposed instance of Splunk Enterprise, it is important to take immediate action to remediate the exposed device. Here are some steps you can take to remediate the issue:

1. Determine if your instance of Splunk is fully patched or if it may be vulnerable. If the product is not up to date, apply patches as soon as possible.
2. If you device must be public facing ensure proper security controls are in place to mitigate nefarious actions on the host. If the instance is accessible over the internet, you should immediately restrict access to it. You can do this by configuring the firewall to block unauthorized traffic to the instance, or by using a VPN to access it securely.
3. Once you have secured the instance, you should review the logs to determine if any sensitive data was accessed. If you find any evidence of data exfiltration, you should take additional steps to remediate the situation, such as notifying affected parties and reporting the incident to the appropriate authorities.
4. After you have reviewed the logs, you should update the configuration of the instance to prevent similar incidents from occurring in the future. This could include implementing access controls, configuring logging and monitoring, and configuring alerts to notify you of any unusual activity."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:32:09""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""8.130.54.67""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""8.130.54.67""],""xdm.target.ipv6"":[],""xdm.target.port"":[10259],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	2ce6a38313bf5bd2292ab8a98be1593a2268c515fc3ec50a8df1ba018a7b6d0d	Jul 25 2026 20:32:09	MEDIUM
Jul 25 2026 20:27:06	DOM:Posture,DS:PANW/ASM	1112807	Building Control System (Automated Logic WebCTRL) at 8.130.54.67:8887	"A building control system (BCS) consists of a network of building automation functions that manage critical physical components, such as HVAC and lighting systems, access control systems, and surveillance or monitoring systems. Breaches into building control systems are becoming increasingly frequent and could significantly impact critical infrastructure, so these systems should never be publicly exposed on the internet.

This policy will flag publicly exposed instances of logic controllers, biometric systems, and building automation system (BAS) platforms. Manufacturer, model, and version data will be surfaced when available."	"Successful attacks against building control systems could significantly impact human health and safety and could lead to infrastructure and environmental damage. These types of breaches usually happen when building control systems are publicly exposed and don’t have robust authentication, encryption, and access controls in place, either due to a lack of proper configuration, legacy protocols, or end-of-life versions that do not provide sufficient security features.

Xpanse recommends securing assets surfaced by this policy by performing the following:

1. Minimize network exposure by deploying building control systems behind a firewall and ensure they are not accessible from the public internet. Block unauthorized traffic and regularly monitor network traffic.
2. When remote access is required, further limit access to the system by configuring access control lists (ACLs) and implementing access through a VPN. Ensure that only authorized personnel have access to the system and that access is granted on a need-to-know basis to mitigate the risk of insider threats.
3. All building control sub-systems’ networks should be segregated from one another to prevent an intruder from traversing the networking and gaining full infrastructure access.
4. Implement multi-factor authentication to prevent unauthorized access and enforce robust password policies.
5. Keep all software employed by building control systems up to date by regularly applying patches and updates to address known vulnerabilities."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:27:41""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""8.130.54.67""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""8.130.54.67""],""xdm.target.ipv6"":[],""xdm.target.port"":[8887],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	7e4ba64ab9385c7ac41215b4aa78084b1c45e8fd8f379b8a3892d9e7fa53eade	Jul 25 2026 20:27:41	HIGH
Jul 25 2026 20:22:07	DOM:Posture,DS:PANW/ASM	1112804	cPanel Web Host Manager at 8.130.54.67:8888	cPanel WebHost Manager (WHM) is a web-based control panel for server administrators and resellers. It allows for the management of multiple cPanel accounts on a single server, providing server-level control over account creation, resource allocation, security configurations, and software updates. WHM acts as the administrative backend for the individual cPanel user interfaces. HTTP data is used to identify this technology. Version information is not identified.	"Exposing cPanel WebHost Manager on the public internet significantly increases the attack surface, potentially leading to unauthorized access, data breaches, website defacement, and complete compromise of hosted services and user data. This device may be vulnerable to CVE-2026-41940 which can lead to authentication bypass if not properly patched.

Here are some steps to remain secure if the product is internet facing:
1. Implement robust access control measures, including strong, unique passwords and multi-factor authentication (MFA) for all WHM users.
2. Restrict access to the WHM/cPanel ports (e.g., 2087, 2083) to a limited set of trusted IP addresses using a firewall.
3. Ensure cPanel & WHM is configured to automatically update to the latest stable and secure version.
4. Regularly review WHM access logs and server logs for any unusual or suspicious activity.
5. Disable any cPanel/WHM features or services that are not actively required to reduce the attack surface.
6. Deploy a Web Application Firewall (WAF) in front of the server to filter malicious traffic."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:22:09""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""8.130.54.67""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""8.130.54.67""],""xdm.target.ipv6"":[],""xdm.target.port"":[8888],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	059259a21a0504373725b7ee5af9adf80b9ad6a34f24e02ca8a88fdad4acfabc	Jul 25 2026 20:22:09	MEDIUM
Jul 25 2026 20:22:06	DOM:Posture,DS:PANW/ASM	1112805	Insecure OpenSSH (6.6.1p1) (6.6.1p1-2ubuntu2.8) at 139.224.100.34:8554	"OpenSSH is a suite of open source secure networking utilities based on the Secure Shell (SSH) protocol, which provides a secure channel over an unsecured network in a client-server architecture. OpenSSH provides secure alternatives to unencrypted protocols like Telnet and FTP. This issue identifies versions of OpenSSH prior to 10.1, which may be exploited by vulnerabilities such as CVE-2024-6387, CVE-2023-25136, CVE-2021-28041, CVE-2021-41617, and CVE-2023-38408.

Note: This issue policy extracts OpenSSH's self reported version in the SSH Banner. Certain Linux/Unix vendors like Red Hat, CentOS, Debian, Ubuntu backport versions of open source packages like Apache, OpenSSH, PHP and BIND. The term backporting describes the action of taking a fix for a security flaw out of the most recent version of an upstream software package and applying that fix to an older version of the package distributed by these Linux/Unix vendors. If the SSH Banner reports the underlying OS, this policy implies a potentially insecure version which may be backported."	"OpenSSH versions under prior to 10.1 contain security vulnerabilities, such as remote code execution, privilege escalation, information disclosure and modification, as well as denial of service. When using OpenSSH ensure the following:
1. Backported versions require system access and cannot be done accurately from the Internet, it is recommended to verify vulnerabilities on the system through a change log or other means.
2. Outdated versions may no longer get security updates on a regular basis and are prime targets for attackers. It is recommended to upgrade to a supported version of OpenSSH and apply latest security updates. Latest versions can be found at [https://www.openssh.com/openbsd.html](https://www.openssh.com/openbsd.html)."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:22:13""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""139.224.100.34""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""139.224.100.34""],""xdm.target.ipv6"":[],""xdm.target.port"":[8554],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	0d5c3cdb3e12383d787b660082e7edb5ee1a45319420ef0d40b8a14bc9f8d42c	Jul 25 2026 20:22:13	MEDIUM
Jul 25 2026 20:22:06	DOM:Posture,DS:PANW/ASM	1112806	SSH Server at 139.224.100.34:34443	"Secure Shell (SSH) servers provide remote terminal access.

Having an exposed SSH server is risky because many of its default installation configurations are insecure and they're commonly exploited as a result. When exploitation succeeds, attackers can gain remote access into the network. While the exploit still needs a knowledgeable attacker, these servers are such a frequent target that there is material risk associated with public facing SSH Server."	"Having an SSH server accessible on the public internet poses several security risks, as it can potentially expose the system to unauthorized access, data breaches, and other cyberattacks.
To mitigate these risks and ensure the security of your SSH server, follow these steps:
1. Keep the SSH server software up-to-date with security patches and follow best practices for secure configuration and hardening. 2. Implement strong authentication mechanisms, such as public key authentication and multi-factor authentication, to prevent unauthorized access. 3. Limit the exposure of the SSH server to the public internet by using a VPN or implementing a bastion host to restrict access to authorized users only. 4. Regularly monitor system logs and network traffic for any signs of suspicious activity or potential intrusion attempts."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:22:16""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""139.224.100.34""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""139.224.100.34""],""xdm.target.ipv6"":[],""xdm.target.port"":[34443],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	41d97968b8921bfa775af501f89a64ed4c393bcecfb23d5fd909511694056964	Jul 25 2026 20:22:16	MEDIUM
Jul 25 2026 20:17:06	DOM:Posture,DS:PANW/ASM	1112803	Insecure InfluxData InfluxDB (2.7.5) at 8.146.235.119:49330	InfluxDB is an open-source time series database developed by InfluxData for storing metrics, events, and other timestamped data. It ingests high-write-volume streams from application, infrastructure, and sensor sources and exposes them through an HTTP API and a web interface. Users query the stored series with InfluxQL or the Flux query language and typically pair the database with visualization and alerting tools. Instances run either as a single node or in a clustered configuration and can be self-hosted or consumed as a managed service.  This policy identifies InfluxDB instances that are vulnerable to CVE-2024-30896.	"Exposing InfluxDB OSS 2.x through 2.7.11 to the public internet creates risk of CVE-2024-30896, which allows any authenticated user with read access to the authorization resource of the default organization to retrieve the administrative operator token, resulting in full administrative control of the database. An attacker who obtains the operator token can read, tamper with, or destroy all time series data in the deployment and create, modify, or revoke any other authorization token.

Take the following steps to reduce the risk if the product is internet facing:

1. Upgrade InfluxDB OSS 2.x to version 2.8.0 or later, which removes the ability to retrieve the operator token through the API and closes CVE-2024-30896.
2. If upgrade is not immediately possible, restrict membership of the default organization to a minimal set of trusted administrators and revoke the operator token, then create scoped replacement tokens for each client under non-default organizations.
3. Place the database behind a VPN or restrict network access to a known set of source addresses at the firewall or load balancer so that the API is not reachable from the public internet.
4. Serve the API over TLS and use scoped tokens with the minimum privileges required for each client instead of a shared administrator token.
5. Monitor authorization API calls and query logs for signs of token enumeration, such as unexpected calls to `/api/v2/authorizations` or `influx auth ls` invocations from unfamiliar sources."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:17:08""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""8.146.235.119""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""8.146.235.119""],""xdm.target.ipv6"":[],""xdm.target.port"":[49330],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	920d4dbc06c704816ba208d425aed269e25caecf5376cd69252af832358cb85f	Jul 25 2026 20:17:08	HIGH
Jul 25 2026 20:12:06	DOM:Posture,DS:PANW/ASM	1112802	SSH Server at 139.224.100.34:2483	"Secure Shell (SSH) servers provide remote terminal access.

Having an exposed SSH server is risky because many of its default installation configurations are insecure and they're commonly exploited as a result. When exploitation succeeds, attackers can gain remote access into the network. While the exploit still needs a knowledgeable attacker, these servers are such a frequent target that there is material risk associated with public facing SSH Server."	"Having an SSH server accessible on the public internet poses several security risks, as it can potentially expose the system to unauthorized access, data breaches, and other cyberattacks.
To mitigate these risks and ensure the security of your SSH server, follow these steps:
1. Keep the SSH server software up-to-date with security patches and follow best practices for secure configuration and hardening. 2. Implement strong authentication mechanisms, such as public key authentication and multi-factor authentication, to prevent unauthorized access. 3. Limit the exposure of the SSH server to the public internet by using a VPN or implementing a bastion host to restrict access to authorized users only. 4. Regularly monitor system logs and network traffic for any signs of suspicious activity or potential intrusion attempts."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-26 00:12:13""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""139.224.100.34""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""139.224.100.34""],""xdm.target.ipv6"":[],""xdm.target.port"":[2483],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	02c0beba7c6455883b4900b611cad4d5add9a45997cfa9b453a58158564caea6	Jul 25 2026 20:12:13	MEDIUM
Jul 25 2026 19:52:07	DOM:Posture,DS:PANW/ASM	1112801	SSH Server at 139.224.100.34:12300	"Secure Shell (SSH) servers provide remote terminal access.

Having an exposed SSH server is risky because many of its default installation configurations are insecure and they're commonly exploited as a result. When exploitation succeeds, attackers can gain remote access into the network. While the exploit still needs a knowledgeable attacker, these servers are such a frequent target that there is material risk associated with public facing SSH Server."	"Having an SSH server accessible on the public internet poses several security risks, as it can potentially expose the system to unauthorized access, data breaches, and other cyberattacks.
To mitigate these risks and ensure the security of your SSH server, follow these steps:
1. Keep the SSH server software up-to-date with security patches and follow best practices for secure configuration and hardening. 2. Implement strong authentication mechanisms, such as public key authentication and multi-factor authentication, to prevent unauthorized access. 3. Limit the exposure of the SSH server to the public internet by using a VPN or implementing a bastion host to restrict access to authorized users only. 4. Regularly monitor system logs and network traffic for any signs of suspicious activity or potential intrusion attempts."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-25 23:52:20""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""139.224.100.34""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""139.224.100.34""],""xdm.target.ipv6"":[],""xdm.target.port"":[12300],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	aa093c0d2db876294570386111a291a615edab9091af18ebbb79cb11dd0f8242	Jul 25 2026 19:52:20	MEDIUM
Jul 25 2026 19:52:07	DOM:Posture,DS:PANW/ASM	1112800	Embedded System (GoAhead) at 8.130.54.67:9101	Embedded systems, such as web cameras or DVRs, were generally not designed to be accessible to the public Internet. Many of these devices are not regularly patched for vulnerabilities and are often compromised for use in botnets.	"Embedded systems are frequently misconfigured and a common target of bad actors. Often embedded systems are not adequately secured, and depending on network topology, they can serve as an entry point into your organization’s network.

Xpanse recommends securing embedded systems through these best practices:

1. Ensure the system is separate from your main network. This separation will prevent attackers who manage to break into your embedded systems from traversing into the main network, where more damage can be caused. The reverse can also happen, where attackers who manage to breach the main network can gain access to physical systems.
2. Do not publicly expose embedded system servers. If there is a strong business case for public exposure, it is strongly recommended to place this server behind a firewall and restrict TCP/IP ports to critical ones.
3. Make sure the OS is always up-to-date with the latest patches.
4. Enforce robust authentication and do not allow weak or reusable passwords.
5. Do not use inherently insecure protocols like Telnet.
6. Ensure the system is secured at boot time by using cryptographically-signed boot images. The same approach applies to securing the system at execution time, which confirms that all running services are signed and prevent malware from running on the system.

For more detailed guidelines, please review [CISA’s recommended best practices for securing embedded systems](https://www.cisa.gov/uscert/sites/default/files/ICSJWG-Archive/QNL_SEP_20/Protecting%20Embedded%20Systems%20-%20Verve%20Industrial_S508NC.pdf)."	"{""xdm.finding_sources"":[""CORTEX_ATTACK_SURFACE_MANAGEMENT""],""xdm.resolution_timer"":{""runStatus"":""running"",""startDate"":""2026-07-25 23:52:15""},""xdm.source.host.os_family"":""NO_HOST"",""xdm.source.location.country"":[""UNKNOWN""],""xdm.source.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""],""xdm.target.host.ipv4_addresses"":[""8.130.54.67""],""xdm.target.host.ipv6_addresses"":[],""xdm.target.ipv4"":[""8.130.54.67""],""xdm.target.ipv6"":[],""xdm.target.port"":[9101],""xdm.target.process.executable.signature_status"":[""SIGNATURE_UNAVAILABLE""]}"	0ef40a8bc512a8e73231ebcf10e753ba2c5e7caffd5fd6496b36437ba1e4c7c7	Jul 25 2026 19:52:15	HIGH
